institution_name,basic,grad_rate,student_count,spending_per_award,full_time_pct,full_time_count,med_sat_value,aid_value,endow_value,grad_on_time_pct,pell_value,fresh_retain_value,full_time_fac_pct,EndowXSpend,PellXSat,RetainXSat,AidXSat,AidXEndow,id
City University of New York Queens College,Masters Colleges and Universities--larger programs,0.224,15351,51213,0.702,13533,1100,6183,2768,0.25,0.381,0.844,0.404,141757584,419.1,928.4,6801300,17114544,302
City University of New York York College,Baccalaureate Colleges--Diverse Fields,0.161,8261,96263,0.624,6274,905,6359,110,0.05,0.54,0.741,0.363,10588930,488.70000000000005,670.605,5754895,699490,303
Fashion Institute of Technology,Masters Colleges and Universities--smaller programs,0.375,9566,52850,0.759,8896,1012,5115,3499,0,0.238,0.884,0.254,184922150,240.856,894.6080000000001,5176380,17897385,304
Alfred State College,Baccalaureate/Associates Colleges,0.296,3555,49652,0.906,3483,1090,7040,1175,0.39,0.509,0.851,0.734,58341100,554.8100000000001,927.59,7673600,8272000,305
State University of New York Canton-College of Technology,Baccalaureate/Associates Colleges,0.282,3512,57283,0.837,3411,1012,6629,2677,0.23,0.559,0.756,0.575,153346591,565.7080000000001,765.072,6708548,17745833,306
State University of New York College of Technology at Delhi,Baccalaureate/Associates Colleges,0.29,3308,51733,0.783,2911,1012,6160,1295,0.27,0.484,0.687,0.584,66994235,489.808,695.244,6233920,7977200,307
State University of New York College of Agriculture and Technology at Cobleskill,Baccalaureate/Associates Colleges,0.253,2453,70427,0.924,2455,975,6259,1523,0.28,0.484,0.74,0.518,107260321,471.9,721.5,6102525,9532457,308
Farmingdale State College,Baccalaureate Colleges--Diverse Fields,0.225,8162,68087,0.744,6956,969,5173,771,0.21,0.271,0.823,0.311,52495077,262.59900000000005,797.487,5012637,3988383,309
State University of New York College of Agriculture and Technology at Morrisville,Baccalaureate/Associates Colleges,0.222,3028,83606,0.881,2823,930,6483,479,0.2,0.587,0.667,0.601,40047274,545.91,620.3100000000001,6029190,3105357,310
State University of New York at Albany,Research Universities--very high research activity,0.245,12822,83642,0.94,12474,1102,6847,2600,0.55,0.375,0.815,0.556,217469200,413.25,898.13,7545394,17802200,311
Binghamton University,Research Universities--high research activity,0.236,12997,71768,0.966,13102,1297,6460,4893,0.68,0.269,0.907,0.696,351160824,348.89300000000003,1176.3790000000001,8378620,31608780,312
State University of New York at Stony Brook,Research Universities--very high research activity,0.227,15992,110471,0.931,16568,1253,6658,6730,0.45,0.351,0.901,0.69,743469830,439.803,1128.953,8342474,44808340,313
State University of New York College of Environmental Science and Forestry,Doctoral/Research Universities,0.242,1702,104139,0.968,1678,1155,5465,10676,0.5,0.268,0.857,0.748,1111787964,309.54,989.835,6312075,58344340,314
State University of New York Institute of Technology at Utica-Rome,Masters Colleges and Universities--medium programs,0.265,1804,62493,0.79,1501,1053,5353,1367,0.32,0.385,0.838,0.417,85427931,405.40500000000003,882.414,5636709,7317551,315
"State University of New York, The College at Brockport",Masters Colleges and Universities--larger programs,0.257,7090,61565,0.904,6765,1069,5489,1042,0.48,0.408,0.808,0.569,64150730,436.152,863.7520000000001,5867741,5719538,316
Buffalo State College,Masters Colleges and Universities--larger programs,0.204,9355,61271,0.886,9281,975,5989,2738,0.25,0.459,0.753,0.494,167759998,447.52500000000003,734.175,5839275,16397882,317
State University of New York College at Cortland,Masters Colleges and Universities--larger programs,0.23,6400,55452,0.981,6421,1058,5172,3788,0.46,0.269,0.829,0.505,210052176,284.60200000000003,877.082,5471976,19591536,318
State University of New York at Fredonia,Masters Colleges and Universities--medium programs,0.216,5092,64309,0.971,5319,1056,5041,4444,0.45,0.35,0.776,0.516,285789196,369.59999999999997,819.456,5323296,22402204,319
State University of New York College at Geneseo,Masters Colleges and Universities--smaller programs,0.225,5504,63813,0.979,5370,1274,4646,3910,0.66,0.227,0.903,0.719,249508830,289.19800000000004,1150.422,5919004,18165860,320
State University of New York College at New Paltz,Masters Colleges and Universities--larger programs,0.25,6570,55803,0.922,6641,1129,5892,2054,0.5,0.28,0.872,0.535,114619362,316.12,984.4879999999999,6652068,12102168,321
State University of New York College at Oneonta,Masters Colleges and Universities--smaller programs,0.231,5800,65274,0.978,5945,1097,5877,6137,0.53,0.287,0.874,0.592,400586538,314.839,958.778,6447069,36067149,322
State University of New York College at Oswego,Masters Colleges and Universities--larger programs,0.229,7328,58344,0.949,7100,1110,5565,2181,0.39,0.391,0.78,0.583,127248264,434.01,865.8000000000001,6177150,12137265,323
State University of New York College at Potsdam,Masters Colleges and Universities--larger programs,0.182,3707,84165,0.97,3963,1012,6021,4926,0.29,0.437,0.743,0.711,414596790,442.24399999999997,751.9159999999999,6093252,29659446,324
State University of New York College at Purchase,Baccalaureate Colleges--Arts & Sciences,0.23,4239,98447,0.908,4299,1082,5890,12326,0.5,0.318,0.824,0.395,1213457722,344.076,891.568,6372980,72600140,325
State University of New York College at Old Westbury,Baccalaureate Colleges--Arts & Sciences,0.203,4161,74025,0.855,3945,998,6254,44,0.19,0.471,0.758,0.466,3257100,470.058,756.484,6241492,275176,326
State University of New York College at Plattsburgh,Masters Colleges and Universities--larger programs,0.237,5639,57572,0.92,5546,1026,5553,2624,0.4,0.353,0.838,0.556,151068928,362.178,859.788,5697378,14571072,327
Empire State College of State University of New York,Masters Colleges and Universities--medium programs,0.327,10827,35885,0.39,8993,1012,4230,1849,0.08,0.355,0.495,0.176,66351365,359.26,500.94,4280760,7821270,328
State University of New York Maritime College,Baccalaureate Colleges--Diverse Fields,0.146,1601,109659,0.948,2004,1056,5774,2048,0.25,0.231,0.793,0.63,224581632,243.936,837.408,6097344,11825152,329
United States Merchant Marine Academy,Baccalaureate Colleges--Diverse Fields,0.141,958,247945,1,1427,1012,5352,3808,0.62,0.076,0.973,0.864,944174560,76.91199999999999,984.6759999999999,5416224,20380416,330
Appalachian State University,Masters Colleges and Universities--larger programs,0.21,16025,47683,0.943,15858,1156,6819,4526,0.41,0.259,0.872,0.71,215813258,299.404,1008.032,7882764,30862794,331
East Carolina University,Doctoral/Research Universities,0.2,21508,65672,0.86,20348,1050,7624,5852,0.3,0.321,0.809,0.823,384312544,337.05,849.45,8005200,44615648,332
Elizabeth City State University,Baccalaureate Colleges--Diverse Fields,0.149,2336,106968,0.919,2727,849,7303,1815,0.21,0.703,0.725,0.972,194146920,596.847,615.525,6200247,13254945,333
Fayetteville State University,Masters Colleges and Universities--medium programs,0.199,5410,63725,0.734,4714,851,5406,3374,0.12,0.587,0.713,0.808,215008150,499.537,606.7629999999999,4600506,18239844,334
North Carolina Agricultural and Technical State University,Doctoral/Research Universities,0.146,8872,84313,0.913,8578,902,7213,3808,0.16,0.588,0.798,0.69,321063904,530.376,719.796,6506126,27467104,335
University of North Carolina at Asheville,Baccalaureate Colleges--Arts & Sciences,0.209,3736,73746,0.838,3292,1190,6768,10246,0.37,0.319,0.803,0.796,755601516,379.61,955.57,8053920,69344928,336
University of North Carolina at Charlotte,Doctoral/Research Universities,0.21,21503,52774,0.851,19592,1066,5972,6424,0.25,0.405,0.804,0.709,339020176,431.73,857.0640000000001,6366152,38364128,337
University of North Carolina at Greensboro,Research Universities--high research activity,0.207,14753,59632,0.845,13800,1029,7121,13884,0.29,0.443,0.739,0.805,827930688,455.847,760.431,7327509,98867964,338
North Carolina Central University,Masters Colleges and Universities--larger programs,0.149,6220,80522,0.852,6321,859,8020,2872,0.15,0.635,0.732,0.721,231259184,545.465,628.788,6889180,23033440,339
University of North Carolina School of the Arts,Schools of art- music- and design,0.189,797,173513,0.98,821,1105,8246,39618,0.57,0.313,0.848,0.733,6874238034,345.865,937.04,9111830,326690028,340
North Carolina State University,Research Universities--very high research activity,0.226,24536,75285,0.875,24073,1229,9025,25201,0.41,0.225,0.926,0.861,1897257285,276.52500000000003,1138.054,11091725,227439025,341
University of North Carolina at Wilmington,Masters Colleges and Universities--larger programs,0.229,12447,51425,0.917,12218,1154,5993,5626,0.51,0.282,0.864,0.7,289317050,325.42799999999994,997.056,6915922,33716618,342
University of North Carolina at Pembroke,Masters Colleges and Universities--medium programs,0.173,5429,57497,0.779,5048,926,5930,3278,0.15,0.535,0.676,0.748,188475166,495.41,625.976,5491180,19438540,343
Winston-Salem State University,Masters Colleges and Universities--medium programs,0.242,4938,60933,0.874,5048,889,6634,3898,0.17,0.572,0.75,0.781,237516834,508.508,666.75,5897626,25859332,344
Western Carolina University,Masters Colleges and Universities--larger programs,0.237,8448,48912,0.838,7559,1034,5785,6199,0.32,0.381,0.786,0.691,303205488,393.954,812.724,5981690,35861215,345
Bismarck State College,Associates--Public 4-year Primarily Associates,0.355,4062,34751,0.582,3015,1012,3747,2664,0,0.237,1,0.364,92576664,239.844,1012,3791964,9982008,346
Dickinson State University,Baccalaureate Colleges--Diverse Fields,0.229,1449,49919,0.703,1411,965,3878,7753,0.15,0.234,0.555,0.603,387022007,225.81,535.575,3742270,30066134,347
Ft. Berthold Community College,Tribal Colleges,0.198,203,125673,0.631,170,1012,9101,7449,0.4,0.332,1,0.704,936138177,335.98400000000004,1012,9210212,67793349,348
Mayville State University,Baccalaureate Colleges--Diverse Fields,0.171,1036,71599,0.567,809,1012,4196,3808,0.2,0.297,0.559,0.978,272648992,300.56399999999996,565.7080000000001,4246352,15978368,349
Minot State University,Masters Colleges and Universities--medium programs,0.211,3254,49842,0.661,2660,1004,3822,5036,0.14,0.232,0.682,0.676,251004312,232.92800000000003,684.7280000000001,3837288,19247592,350
North Dakota State University,Research Universities--very high research activity,0.18,11948,60098,0.896,11236,1091,4754,28,0.25,0.225,0.78,0.981,1682744,245.475,850.98,5186614,133112,351
Sitting Bull College,Tribal Colleges,0.193,279,52169,0.695,222,1012,9152,5887,0,0.715,1,0.532,307118903,723.5799999999999,1012,9261824,53877824,352
Valley City State University,Baccalaureate Colleges--Diverse Fields,0.216,1211,63240,0.627,974,967,4969,4742,0.22,0.264,0.644,0.563,299884080,255.288,622.748,4805023,23562998,353
University of Akron,Research Universities--high research activity,0.176,20477,63412,0.775,18964,1016,5181,8639,0.15,0.415,0.664,0.465,547816268,421.64,674.624,5263896,44758659,354
Bowling Green State University,Research Universities--high research activity,0.191,14477,61675,0.925,14455,1009,6379,9758,0.31,0.343,0.701,0.708,601824650,346.08700000000005,707.309,6436411,62246282,355
Central State University,Baccalaureate Colleges--Diverse Fields,0.11,2036,148228,0.904,2077,825,8021,1196,0.1,0.758,0.528,0.533,177280688,625.35,435.6,6617325,9593116,356
University of Cincinnati,Research Universities--very high research activity,0.233,23706,68915,0.858,21242,1141,6784,34212,0.25,0.266,0.846,0.548,2357719980,303.50600000000003,965.286,7740544,232094208,357
University of Cincinnati-Clermont College,Associates--Public 2-year colleges under 4-year universities,0.169,3446,47521,0.604,2722,1012,4634,525,0,0.439,1,0.249,24948525,444.26800000000003,1012,4689608,2432850,358
University of Cincinnati-Raymond Walters College,Associates--Public 2-year colleges under 4-year universities,0.15,4796,56125,0.618,3699,1012,4870,58,0,0.415,1,0.364,3255250,419.97999999999996,1012,4928440,282460,359
Cleveland State University,Research Universities--high research activity,0.198,12133,57026,0.742,10602,1030,5739,507,0.08,0.434,0.672,0.478,28912182,447.02,692.1600000000001,5911170,2909673,360
Kent State University at Ashtabula,Associates--Public 4-year Primarily Associates,0.164,2339,47013,0.286,1478,1012,3976,3808,0.01,0.594,0.492,0.45,179025504,601.1279999999999,497.904,4023712,15140608,361
Kent State University-East Liverpool,Associates--Public 2-year colleges under 4-year universities,0.167,1671,58392,0.139,690,1012,4047,3808,0.22,0.549,0.6,0.386,222356736,555.5880000000001,607.1999999999999,4095564,15410976,362
Kent State University-Stark,Associates--Public 4-year Primarily Associates,0.044,4836,222141,0.458,3239,1012,4063,3808,0.08,0.538,0.633,0.42,845912928,544.456,640.596,4111756,15471904,363
Kent State University-Trumbull,Associates--Public 4-year Primarily Associates,0.055,3061,169362,0.303,1816,1012,4016,3808,0.06,0.61,0.548,0.496,644930496,617.3199999999999,554.576,4064192,15292928,364
Kent State University-Tuscarawas,Associates--Public 2-year colleges under 4-year universities,0.147,2375,49990,0.368,1572,1012,3841,3808,0.04,0.5,0.694,0.415,190361920,506,702.328,3887092,14626528,365
Kent State University-Salem,Baccalaureate/Associates Colleges,0.124,1844,68796,0.381,1211,1012,4282,3808,0.11,0.524,0.557,0.333,261975168,530.288,563.6840000000001,4333384,16305856,366
Kent State University,Research Universities--high research activity,0.216,22968,54538,0.807,20602,1048,6239,3768,0.27,0.344,0.777,0.528,205499184,360.51199999999994,814.296,6538472,23508552,367
Kent State University-Geauga,Associates--Public 4-year Primarily Associates,0.079,2646,129030,0.223,1308,1012,3788,3808,0.07,0.408,0.61,0.257,491346240,412.89599999999996,617.3199999999999,3833456,14424704,368
Miami University at Hamilton,Associates--Public 4-year Primarily Associates,0.068,3621,102456,0.696,2906,1012,4337,3808,0.07,0.474,0.648,0.376,390152448,479.688,655.7760000000001,4389044,16515296,369
Miami University at Middletown,Associates--Public 4-year Primarily Associates,0.116,2221,79028,0.599,1643,1012,4406,3808,0.04,0.466,0.607,0.342,300938624,471.59200000000004,614.284,4458872,16778048,370
Miami University (Ohio),Research Universities--high research activity,0.234,15462,71202,0.97,15850,1240,7490,32353,0.68,0.155,0.896,0.791,2303598306,192.2,1111.04,9287600,242323970,371
Ohio State University at Lima,Baccalaureate Colleges--Diverse Fields,0.129,1059,103730,0.823,954,1012,3745,4775,0.19,0.458,0.592,0.414,495310750,463.49600000000004,599.1039999999999,3789940,17882375,372
Ohio State University at Mansfield,Baccalaureate/Associates Colleges,0.17,1155,102118,0.837,1061,1012,4358,1846,0.2,0.47,0.632,0.425,188509828,475.64,639.5840000000001,4410296,8044868,373
Ohio State University at Marion,Baccalaureate/Associates Colleges,0.142,1230,117010,0.776,1017,1012,4352,4479,0.2,0.423,0.625,0.396,524087790,428.07599999999996,632.5,4404224,19492608,374
Ohio State University at Newark,Baccalaureate/Associates Colleges,0.103,2263,129619,0.832,1971,1012,3556,1621,0.19,0.421,0.574,0.343,210112399,426.05199999999996,580.8879999999999,3598672,5764276,375
Ohio University Eastern Campus,Associates--Public 4-year Primarily Associates,0.025,1091,276480,0.413,670,1012,3810,3808,0.06,0.273,0.612,0.279,1052835840,276.276,619.3439999999999,3855720,14508480,376
Ohio University at Chillicothe,Associates--Public 4-year Primarily Associates,0.105,2330,67411,0.487,1801,1012,5213,3808,0.04,0.544,0.505,0.194,256701088,550.528,511.06,5275556,19851104,377
Ohio University Southern Campus,Associates--Public 4-year Primarily Associates,0.108,2012,73436,0.53,1587,1012,4899,3808,0.09,0.503,0.513,0.269,279644288,509.036,519.1560000000001,4957788,18655392,378
Ohio University Lancaster Campus,Associates--Public 4-year Primarily Associates,0.052,2596,115119,0.471,1869,1012,4986,3808,0.07,0.377,0.601,0.175,438373152,381.524,608.212,5045832,18986688,379
Ohio University,Research Universities--high research activity,0.255,23504,50957,0.713,21755,1104,6185,16736,0.47,0.234,0.786,0.658,852816352,258.336,867.744,6828240,103512160,380
Ohio University at Zanesville,Associates--Public 4-year Primarily Associates,0.084,2042,97206,0.433,1529,1012,5002,3808,0.19,0.418,0.519,0.351,370160448,423.01599999999996,525.2280000000001,5062024,19047616,381
Shawnee State University,Baccalaureate Colleges--Arts & Sciences,0.149,4255,63954,0.854,4070,1012,5629,3661,0.13,0.557,0.52,0.481,234135594,563.6840000000001,526.24,5696548,20607769,382
University of Toledo,Research Universities--high research activity,0.18,16153,78185,0.807,15399,1031,6998,2657,0.23,0.379,0.681,0.76,207737545,390.749,702.1110000000001,7214938,18593686,383
Wright State University,Research Universities--high research activity,0.185,12796,72050,0.78,12000,1012,5964,7190,0.18,0.405,0.615,0.79,518039500,409.86,622.38,6035568,42881160,384
Wright State University Lake Campus,Associates--Public 2-year colleges under 4-year universities,0.166,1096,43825,0.665,859,1012,5643,3808,0.19,0.357,0.669,NA,166885600,361.284,677.028,5710716,21488544,385
Youngstown State University,Masters Colleges and Universities--larger programs,0.149,12138,66941,0.777,10770,1012,5764,18487,0.08,0.512,0.693,0.401,1237538267,518.144,701.3159999999999,5833168,106559068,386
Cameron University,Masters Colleges and Universities--smaller programs,0.163,5358,55914,0.67,4352,1012,5184,3381,0.08,0.486,0.604,0.604,189045234,491.832,611.2479999999999,5246208,17527104,387
University of Central Oklahoma,Masters Colleges and Universities--larger programs,0.194,15218,46525,0.72,12520,1030,5440,2077,0.09,0.35,0.651,0.524,96632425,360.5,670.53,5603200,11298880,388
East Central University (Okla.),Masters Colleges and Universities--larger programs,0.198,3757,35600,0.815,3370,969,6292,966,0.16,0.485,0.625,0.63,34389600,469.965,605.625,6096948,6078072,389
Langston University,Masters Colleges and Universities--smaller programs,0.158,2075,62166,0.887,1753,1012,6501,19868,0.15,0.717,0.7,0.994,1235114088,725.6039999999999,708.4,6579012,129161868,390
Northeastern State University,Masters Colleges and Universities--larger programs,0.223,7418,43665,0.712,6192,970,6682,1715,0.11,0.493,0.681,0.528,74885475,478.21,660.57,6481540,11459630,391
Northwestern Oklahoma State University,Masters Colleges and Universities--smaller programs,0.191,2077,63030,0.73,1696,1012,4816,7921,0.13,0.418,0.592,0.539,499260630,423.01599999999996,599.1039999999999,4873792,38147536,392
Oklahoma Panhandle State University,Baccalaureate Colleges--Diverse Fields,0.222,1375,47265,0.757,1365,890,4465,2929,0.15,0.455,0.629,0.575,138439185,404.95,559.8100000000001,3973850,13077985,393
Oklahoma State University at Stillwater,Research Universities--high research activity,0.204,20660,58727,0.861,18433,1138,7417,17463,0.32,0.291,0.786,0.867,1025549601,331.15799999999996,894.4680000000001,8440546,129523071,394
Oklahoma State University-Oklahoma City,Associates--Public 4-year Primarily Associates,0.161,6996,31792,0.322,4784,1012,6582,22,0,0.419,1,0.238,699424,424.02799999999996,1012,6660984,144804,395
Oklahoma State University at Okmulgee,Associates--Public 4-year Primarily Associates,0.22,3618,36569,0.61,3243,1012,5185,1103,0,0.382,0.362,0.707,40335607,386.584,366.344,5247220,5719055,396
Rogers State University,Baccalaureate/Associates Colleges,0.159,4473,53967,0.581,3482,950,4945,2534,0.08,0.472,0.604,0.386,136752378,448.4,573.8,4697750,12530630,397
University of Science and Arts of Oklahoma,Baccalaureate Colleges--Arts & Sciences,0.201,918,60523,0.877,974,990,7374,10978,0.26,0.464,0.691,0.648,664421494,459.36,684.0899999999999,7300260,80951772,398
Southeastern Oklahoma State University,Masters Colleges and Universities--medium programs,0.197,3498,42141,0.763,3094,1012,6830,5805,0.13,0.478,0.574,0.555,244628505,483.736,580.8879999999999,6911960,39648150,399
Southwestern Oklahoma State University,Masters Colleges and Universities--medium programs,0.178,4162,48611,0.809,3758,990,6469,4132,0.14,0.392,0.701,0.766,200860652,388.08000000000004,693.99,6404310,26729908,400
Eastern Oregon University,Masters Colleges and Universities--smaller programs,0.214,3754,42995,0.57,2925,935,5565,2927,0.15,0.511,0.638,0.871,125846365,477.785,596.53,5203275,16288755,401
Oregon Institute of Technology,Baccalaureate Colleges--Diverse Fields,0.224,4366,64928,0.536,2878,1025,5870,6769,0.18,0.362,0.742,0.881,439497632,371.05,760.55,6016750,39734030,402
Oregon State University,Research Universities--very high research activity,0.196,23157,76041,0.798,19976,1102,7040,19689,0.29,0.334,0.841,0.715,1497171249,368.06800000000004,926.7819999999999,7758080,138610560,403
Portland State University,Research Universities--high research activity,0.239,22927,41935,0.64,17428,1045,5948,3352,0.17,0.402,0.73,0.483,140566120,420.09000000000003,762.85,6215660,19937696,404
Southern Oregon University,Masters Colleges and Universities--larger programs,0.174,5500,44371,0.66,4181,1020,5522,5298,0.18,0.385,0.669,0.659,235077558,392.7,682.38,5632440,29255556,405
Western Oregon University,Masters Colleges and Universities--medium programs,0.205,5263,41617,0.84,4701,950,6300,2245,0.2,0.443,0.685,0.58,93430165,420.85,650.75,5985000,14143500,406
Bloomsburg University of Pennsylvania,Masters Colleges and Universities--larger programs,0.188,9416,64524,0.936,8869,990,5196,2402,0.42,0.304,0.806,0.819,154986648,300.96,797.94,5144040,12480792,407
California University of Pennsylvania,Masters Colleges and Universities--larger programs,0.219,6450,43906,0.876,6140,964,5741,2302,0.31,0.38,0.798,0.657,101071612,366.32,769.272,5534324,13215782,408
Cheyney University of Pennsylvania,Masters Colleges and Universities--smaller programs,0.126,1179,204349,0.945,1206,1012,8256,1193,0.09,0.77,0.543,0.7,243788357,779.24,549.5160000000001,8355072,9849408,409
Clarion University of Pennsylvania,Masters Colleges and Universities--larger programs,0.205,5199,53754,0.841,5073,915,5238,3974,0.32,0.388,0.757,0.721,213618396,355.02000000000004,692.655,4792770,20815812,410
East Stroudsburg University of Pennsylvania,Masters Colleges and Universities--larger programs,0.207,6186,67104,0.888,5774,946,5198,2435,0.35,0.303,0.713,0.807,163398240,286.638,674.4979999999999,4917308,12657130,411
Edinboro University of Pennsylvania,Masters Colleges and Universities--larger programs,0.181,5864,61189,0.907,5676,930,6181,2675,0.23,0.456,0.723,0.859,163680575,424.08000000000004,672.39,5748330,16534175,412
Indiana University of Pennsylvania,Doctoral/Research Universities,0.184,12668,58689,0.943,12933,973,5529,2713,0.31,0.362,0.734,0.65,159223257,352.226,714.182,5379717,15000177,413
Kutztown University of Pennsylvania,Masters Colleges and Universities--larger programs,0.203,8815,66584,0.939,8647,959,5469,2066,0.34,0.316,0.729,0.909,137562544,303.044,699.111,5244771,11298954,414
Lincoln University (Pa.),Masters Colleges and Universities--larger programs,0.187,1624,95409,0.916,1649,853,9709,14250,0.22,0.643,0.716,0.575,1359578250,548.479,610.7479999999999,8281777,138353250,415
Lock Haven University of Pennsylvania,Masters Colleges and Universities--smaller programs,0.191,4855,63666,0.931,4772,937,5664,1904,0.27,0.392,0.702,0.931,121220064,367.30400000000003,657.774,5307168,10784256,416
Mansfield University of Pennsylvania,Masters Colleges and Universities--medium programs,0.209,2717,72118,0.903,2679,964,6033,279,0.34,0.439,0.719,0.626,20120922,423.196,693.116,5815812,1683207,417
Millersville University of Pennsylvania,Masters Colleges and Universities--larger programs,0.211,7388,69916,0.891,7048,1014,5478,3347,0.37,0.315,0.811,0.631,234008852,319.41,822.354,5554692,18334866,418
Pennsylvania State University-Erie,Masters Colleges and Universities--smaller programs,0.202,3943,0,0.934,3962,1052,4977,9991,0.45,0.316,0.832,0.79,0,332.432,875.264,5235804,49725207,419
Pennsylvania State University-New Kensington,Baccalaureate Colleges--Diverse Fields,0.167,680,0,0.771,641,991,4663,10806,0.33,0.337,0.714,0.494,0,333.96700000000004,707.574,4621033,50388378,420
Pennsylvania State University-Shenango,Baccalaureate Colleges--Diverse Fields,0.24,568,0,0.555,451,889,6381,10666,0.14,0.547,0.773,0.477,0,486.283,687.197,5672709,68059746,421
"Pennsylvania State University, Wilkes-Barre",Baccalaureate Colleges--Diverse Fields,0.125,606,0,0.856,591,995,5019,9223,0.3,0.335,0.812,0.648,0,333.32500000000005,807.94,4993905,46290237,422
"Pennsylvania State University, Worthington-Scranton",Baccalaureate Colleges--Diverse Fields,0.161,1178,0,0.801,1066,941,5014,10289,0.22,0.465,0.654,0.51,0,437.565,615.414,4718174,51589046,423
Pennsylvania State University-Lehigh Valley,Baccalaureate Colleges--Diverse Fields,0.084,889,0,0.809,802,1004,4724,8406,0.36,0.357,0.811,0.457,0,358.428,814.244,4742896,39709944,424
Pennsylvania State University-Altoona,Baccalaureate Colleges--Diverse Fields,0.106,3861,0,0.944,3656,990,4802,8421,0.47,0.333,0.829,0.612,0,329.67,820.7099999999999,4753980,40437642,425
Pennsylvania State University-Beaver,Baccalaureate Colleges--Arts & Sciences,0.11,703,0,0.89,684,955,4857,9846,0.24,0.365,0.677,0.586,0,348.575,646.5350000000001,4638435,47822022,426
Pennsylvania State University-Berks,Baccalaureate Colleges--Diverse Fields,0.114,2712,0,0.886,2584,988,4683,8347,0.35,0.341,0.776,0.567,0,336.908,766.688,4626804,39089001,427
Pennsylvania State University-Harrisburg,Masters Colleges and Universities--larger programs,0.21,3577,0,0.873,3265,1027,5100,11149,0.39,0.346,0.819,0.635,0,355.342,841.1129999999999,5237700,56859900,428
Pennsylvania State University-Brandywine,Baccalaureate Colleges--Diverse Fields,0.126,1492,0,0.84,1401,968,4691,7966,0.17,0.34,0.735,0.46,0,329.12,711.48,4540888,37368506,429
Pennsylvania State University-DuBois,Baccalaureate/Associates Colleges,0.216,704,0,0.791,593,951,5556,11985,0.32,0.46,0.77,0.723,0,437.46000000000004,732.27,5283756,66588660,430
Pennsylvania State University-Fayette,Baccalaureate/Associates Colleges,0.241,846,0,0.772,791,940,5314,9244,0.2,0.484,0.737,0.562,0,454.96,692.78,4995160,49122616,431
Pennsylvania State University-Hazleton,Baccalaureate Colleges--Arts & Sciences,0.088,951,0,0.926,1026,948,5987,9377,0.29,0.456,0.762,0.675,0,432.288,722.376,5675676,56140099,432
Pennsylvania State University-Greater Allegheny,Baccalaureate Colleges--Arts & Sciences,0.078,623,0,0.902,618,957,7155,11209,0.24,0.502,0.71,0.507,0,480.414,679.4699999999999,6847335,80200395,433
Pennsylvania State University-Mont Alto,Baccalaureate/Associates Colleges,0.155,1022,0,0.721,922,960,5458,9600,0.32,0.389,0.736,0.562,0,373.44,706.56,5239680,52396800,434
Pennsylvania State University-Abington,Baccalaureate Colleges--Arts & Sciences,0.141,3690,0,0.783,3143,942,5107,7075,0.25,0.416,0.769,0.42,0,391.87199999999996,724.398,4810794,36132025,435
Pennsylvania State University-Schuylkill,Baccalaureate Colleges--Diverse Fields,0.096,837,0,0.786,774,850,6290,10441,0.24,0.528,0.708,0.519,0,448.8,601.8,5346500,65673890,436
Pennsylvania State University-York,Baccalaureate Colleges--Diverse Fields,0.139,1141,0,0.72,930,984,4391,10390,0.27,0.314,0.762,0.477,0,308.976,749.808,4320744,45622490,437
University of Pittsburgh at Bradford,Baccalaureate Colleges--Diverse Fields,0.219,1481,64861,0.919,1433,973,8531,144,0.32,0.453,0.7,0.776,9339984,440.769,681.0999999999999,8300663,1228464,438
University of Pittsburgh at Greensburg,Baccalaureate Colleges--Arts & Sciences,0.157,1677,57681,0.933,1674,1017,7434,2585,0.33,0.52,0.83,0.8,149105385,528.84,844.11,7560378,19216890,439
University of Pittsburgh at Johnstown,Baccalaureate Colleges--Diverse Fields,0.175,2840,57052,0.969,2815,1021,6907,11349,0.32,0.306,0.746,0.912,647483148,312.426,761.6659999999999,7052047,78387543,440
University of Pittsburgh main campus,Research Universities--very high research activity,0.234,18615,101331,0.939,18565,1258,10218,100631,0.64,0.171,0.909,0.865,10197039861,215.11800000000002,1143.522,12854244,1028247558,441
Shippensburg University of Pennsylvania,Masters Colleges and Universities--larger programs,0.207,6550,57495,0.949,6391,980,5536,4440,0.37,0.302,0.714,0.732,255277800,295.96,699.7199999999999,5425280,24579840,442
Slippery Rock University of Pennsylvania,Masters Colleges and Universities--larger programs,0.214,7595,55944,0.929,7916,1002,5520,2334,0.39,0.322,0.824,0.861,130573296,322.644,825.6479999999999,5531040,12883680,443
Temple University,Research Universities--high research activity,0.222,28068,85174,0.882,26202,1121,7415,9745,0.38,0.335,0.888,0.573,830020630,375.535,995.448,8312215,72259175,444
West Chester University of Pennsylvania,Masters Colleges and Universities--larger programs,0.214,13711,53890,0.909,13049,1105,5291,1756,0.43,0.241,0.874,0.72,94630840,266.305,965.77,5846555,9290996,445
Rhode Island College,Masters Colleges and Universities--larger programs,0.189,7505,68125,0.746,6422,930,4712,2236,0.14,0.39,0.775,0.434,152327500,362.7,720.75,4382160,10536032,446
College of Charleston,Masters Colleges and Universities--medium programs,0.21,10488,64579,0.926,10248,1165,8737,6141,0.52,0.226,0.826,0.613,396579639,263.29,962.29,10178605,53653917,447
